id_odf,siren,nom,type,adress,url_ptf,nb_ptf,url_datagouv,nb_datagouv,id_datagouv,merge,tranche_ptf,platform_clean,orga,tags,id_ods,depcode,dep_label,regcode,reg_code_short,reg_code_geo,pop_insee,tranche_pop,lat,lon,text
odf_285800017,285800017,SDIS 58 NIEVRE,OACT,Rue du Colonel Rimailho 58640 Varennes-Vauzelles,https://trouver.ternum-bfc.fr/organization/service-departemental-dincendie-et-de-secours-sdis-58,2,,3,,ptf,d_1_5,CKAN,IDéO - Portail Opendata BFC,Sécurité,,58,Nièvre,BFC-27,BFC,27,,p_na,47.002266,3.139549,"<p>L'organisation SDIS 58 NIEVRE est un organisme associé de collectivité territoriale et se situe dans le département 58 (Nièvre) en région Bourgogne-Franche-Comté. </p><br><p>SDIS 58 NIEVRE publie uniquement sur un portail local avec une plateforme de type CKAN.</p><br><p>Cette organisation a publié 2 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://trouver.ternum-bfc.fr/organization/service-departemental-dincendie-et-de-secours-sdis-58'> la plateforme de SDIS 58 NIEVRE</a>.</p><br><p>Adresse : Rue du Colonel Rimailho 58640 Varennes-Vauzelles.</p><br><p>N° de SIREN : 285800017.</p><br>"
odf_286700174,286700174,SDIS 67 BAS RHIN,OACT,2 Route de Paris 67202 Wolfisheim,,,https://www.data.gouv.fr/fr/organizations/58738bdc88ee385e8c0bfefe/,,58738bdc88ee385e8c0bfefe,datagouv,d_1_5,DataGouv,DataGouv,Santé-Sécurité,,67,Bas-Rhin,GES-44,GES,44,,p_na,48.592994,7.66984,"<p>L'organisation SDIS 67 BAS RHIN est un organisme associé de collectivité territoriale et se situe dans le département 67 (Bas-Rhin) en région Grand-Est. </p><br><p>SDIS 67 BAS RHIN publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 3 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/58738bdc88ee385e8c0bfefe/'> sa page sur datagouv</a>.</p><br><p>Adresse : 2 Route de Paris 67202 Wolfisheim.</p><br><p>N° de SIREN : 286700174.</p><br>"
odf_287200265,287200265,SDIS 72 SARTHE,OACT,15 Boulevard Saint Michel 72190 Coulaines,https://data.sarthe.fr/explore/?refine.publisher=SDIS72,1,,3,,ptf,d_1_5,OpenDataSoft,Data Sarthe,Santé-Sécurité,SDIS72,72,Sarthe,PDL-52,PDL,52,,p_na,48.020523,0.201749,"<p>L'organisation SDIS 72 SARTHE est un organisme associé de collectivité territoriale et se situe dans le département 72 (Sarthe) en région Pays-de-la-Loire. </p><br><p>SDIS 72 SARTHE publie uniquement sur un portail local avec une plateforme de type OpenDataSoft.</p><br><p>Cette organisation a publié 1 jeu de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://data.sarthe.fr/explore/?refine.publisher=SDIS72'> la plateforme de SDIS 72 SARTHE</a>.</p><br><p>Adresse : 15 Boulevard Saint Michel 72190 Coulaines.</p><br><p>N° de SIREN : 287200265.</p><br>"
odf_288100019,288100019,SDIS 81 TARN,OACT,15 Rue de Jautzou 81000 Albi,,,https://www.data.gouv.fr/fr/organizations/551959f6c751df6682057c91/,,551959f6c751df6682057c91,datagouv,d_1_5,DataGouv,DataGouv,Santé-Sécurité,,81,Tarn,OCC-76,OCC,76,,p_na,43.924509,2.173408,"<p>L'organisation SDIS 81 TARN est un organisme associé de collectivité territoriale et se situe dans le département 81 (Tarn) en région Occitanie. </p><br><p>SDIS 81 TARN publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 3 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/551959f6c751df6682057c91/'> sa page sur datagouv</a>.</p><br><p>Adresse : 15 Rue de Jautzou 81000 Albi.</p><br><p>N° de SIREN : 288100019.</p><br>"
odf_289500795,289500795,SDIS 90 BELFORT,OACT,33 Rue des Moulines 95000 Neuville-sur-Oise,https://trouver.ternum-bfc.fr/organization/service-dincendie-et-de-secours-du-territoire-de-belfort-sdis-90,1,,,,ptf,d_1_5,CKAN,IDéO - Portail Opendata BFC,Sécurité,,95,Val-D'Oise,IDF-11,IDF,11,,p_na,49.021061,2.055082,"<p>L'organisation SDIS 90 BELFORT est un organisme associé de collectivité territoriale et se situe dans le département 95 (Val-D'Oise) en région Île-de-France. </p><br><p>SDIS 90 BELFORT publie uniquement sur un portail local avec une plateforme de type CKAN.</p><br><p>Cette organisation a publié 1 jeu de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://trouver.ternum-bfc.fr/organization/service-dincendie-et-de-secours-du-territoire-de-belfort-sdis-90'> la plateforme de SDIS 90 BELFORT</a>.</p><br><p>Adresse : 33 Rue des Moulines 95000 Neuville-sur-Oise.</p><br><p>N° de SIREN : 289500795.</p><br>"
odf_287100010,287100010,SDSI 71 SAONE ET LOIRE,OACT,4 Rue des Grandes Varennes 71000 Sancé,https://trouver.ternum-bfc.fr/organization/service-departemental-dincendie-et-de-secours-sdis-71,2,,,,ptf,d_1_5,CKAN,IDéO - Portail Opendata BFC,Sécurité,,71,Saône-et-Loire,BFC-27,BFC,27,,p_na,46.329465,4.843309,"<p>L'organisation SDSI 71 SAONE ET LOIRE est un organisme associé de collectivité territoriale et se situe dans le département 71 (Saône-et-Loire) en région Bourgogne-Franche-Comté. </p><br><p>SDSI 71 SAONE ET LOIRE publie uniquement sur un portail local avec une plateforme de type CKAN.</p><br><p>Cette organisation a publié 2 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://trouver.ternum-bfc.fr/organization/service-departemental-dincendie-et-de-secours-sdis-71'> la plateforme de SDSI 71 SAONE ET LOIRE</a>.</p><br><p>Adresse : 4 Rue des Grandes Varennes 71000 Sancé.</p><br><p>N° de SIREN : 287100010.</p><br>"
odf_213105414,213105414,SEILH,COM,1 Place de Roaldès du Bourg 31840 Seilh,https://data.toulouse-metropole.fr/explore/?refine.publisher=Mairie+de+Seilh,1,,1,,ptf,d_1_5,OpenDataSoft,Data Toulouse Métropole,Education,Mairie de Seilh,31,Haute-Garonne,OCC-76,OCC,76,3264,p_1_5,43.694845,1.353862,"<p>L'organisation SEILH est une commune et se situe dans le département 31 (Haute-Garonne) en région Occitanie. Cette commune représente une population de 3264 habitants</p><br><p>SEILH publie uniquement sur un portail local avec une plateforme de type OpenDataSoft.</p><br><p>Cette organisation a publié 1 jeu de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://data.toulouse-metropole.fr/explore/?refine.publisher=Mairie+de+Seilh'> la plateforme de SEILH</a>.</p><br><p>Adresse : 1 Place de Roaldès du Bourg 31840 Seilh.</p><br><p>N° de SIREN : 213105414.</p><br>"
odf_227700010,227700010,SEINE ET MARNE,DEP,Rue des Saints Pères 77000 Melun,,,https://www.data.gouv.fr/fr/organizations/5c13da1f8b4c41461f8a544c/,,5c13da1f8b4c41461f8a544c,datagouv,d_1_5,DataGouv,DataGouv,Social,,77,Seine-et-Marne,IDF-11,IDF,11,1422000,p_1000_5000.001,48.541965,2.654449,"<p>L'organisation SEINE ET MARNE est un département. Ce département représente une population de 1422000 habitants</p><br><p>SEINE ET MARNE publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 1 jeu de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5c13da1f8b4c41461f8a544c/'> sa page sur datagouv</a>.</p><br><p>Adresse : Rue des Saints Pères 77000 Melun.</p><br><p>N° de SIREN : 227700010.</p><br>"
odf_227605409,227605409,SEINE MARITIME,DEP,Quai Jean Moulin 76100 Rouen,https://www.opendata76.fr,131,,173,,ptf,d_101_250,Spécifique,Opendata Eure et Seine Maritime 27 76,Administratif-Santé-Transport-Education-Environnement-Culture-Citoyenneté,,76,Seine-Maritime,NOR-28,NOR,28,1249000,p_1000_5000.001,49.435153,1.092435,"<p>L'organisation SEINE MARITIME est un département. Ce département représente une population de 1249000 habitants</p><br><p>SEINE MARITIME publie uniquement sur un portail local avec une plateforme de type Spécifique.</p><br><p>Cette organisation a publié 131 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.opendata76.fr'> la plateforme de SEINE MARITIME</a>.</p><br><p>Adresse : Quai Jean Moulin 76100 Rouen.</p><br><p>N° de SIREN : 227605409.</p><br>"
odf_229300082,229300082,SEINE SAINT DENIS,DEP,3 Esplanade Jean Moulin 93000 Bobigny,http://data.seine-saint-denis.fr/spip.php?page=data2_rubrique,356,https://www.data.gouv.fr/fr/organizations/5457bc26c751df7378225d2e,,5457bc26c751df7378225d2e,ptf+datagouv,d_501_5000,Spécifique,Data Seine Saint Denis,Social-Santé-Administratif-Equipements-Enfance-Culture-Transport-Télécom-Urbanisme-Citoyenneté-Education-Environnement,,93,Seine-Saint-Denis,IDF-11,IDF,11,1659000,p_1000_5000.001,48.905808,2.451704,"<p>L'organisation SEINE SAINT DENIS est un département. Ce département représente une population de 1659000 habitants</p><br><p>SEINE SAINT DENIS publie sur un portail local et sur data.gouv avec une plateforme de type Spécifique.</p><br><p>Cette organisation a publié 529 jeux de données : 356 jeux de données sur sa plateforme et 173 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='http://data.seine-saint-denis.fr/spip.php?page=data2_rubrique'> la plateforme de SEINE SAINT DENIS</a> ou sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5457bc26c751df7378225d2e'> sa page sur datagouv</a>.</p><br><p>Adresse : 3 Esplanade Jean Moulin 93000 Bobigny.</p><br><p>N° de SIREN : 229300082.</p><br>"
odf_314655788,314655788,SEM BIBUS Brest,DSPT,20 Rue le Peletier 75009 Paris,https://opendata.brest-metropole.fr/explore/?sort=modified&refine.publisher=BIBUS,0,,3,,ptf,d_na,OpenDataSoft,Opendata Brest Metropole,,,75,Paris,IDF-11,IDF,11,,p_na,48.873497,2.338944,"<p>L'organisation SEM BIBUS Brest est un délégataire de services publics territoriaux et se situe dans le département 75 (Paris) en région Île-de-France. </p><br><p>SEM BIBUS Brest publie uniquement sur un portail local avec une plateforme de type OpenDataSoft.</p><br><p>Cette organisation a publié .</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://opendata.brest-metropole.fr/explore/?sort=modified&refine.publisher=BIBUS'> la plateforme de SEM BIBUS Brest</a>.</p><br><p>Adresse : 20 Rue le Peletier 75009 Paris.</p><br><p>N° de SIREN : 314655788.</p><br>"
odf_489418111,489418111,SEM DES TRANSPORTS MONTALBANAIS,DSPT,Impasse des Gentianes 82000 Montauban,,,https://www.data.gouv.fr/fr/organizations/5ab217b188ee387f2fb8d2c9/,,5ab217b188ee387f2fb8d2c9,datagouv,d_1_5,DataGouv,DataGouv,Transport,,82,Tarn-et-Garonne,OCC-76,OCC,76,,p_na,44.048351,1.361197,"<p>L'organisation SEM DES TRANSPORTS MONTALBANAIS est un délégataire de services publics territoriaux et se situe dans le département 82 (Tarn-et-Garonne) en région Occitanie. </p><br><p>SEM DES TRANSPORTS MONTALBANAIS publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 3 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5ab217b188ee387f2fb8d2c9/'> sa page sur datagouv</a>.</p><br><p>Adresse : Impasse des Gentianes 82000 Montauban.</p><br><p>N° de SIREN : 489418111.</p><br>"
odf_314684960,314684960,SEMITAN,DSPT,3 Rue Bellier 44000 Nantes,https://data.nantesmetropole.fr/explore/?refine.publisher=Semitan,4,,,,ptf,d_1_5,OpenDataSoft,Data Nantes Métropole,Transport,Semitan,44,Loire-Atlantique,PDL-52,PDL,52,,p_na,47.221906,-1.524807,"<p>L'organisation SEMITAN est un délégataire de services publics territoriaux et se situe dans le département 44 (Loire-Atlantique) en région Pays-de-la-Loire. </p><br><p>SEMITAN publie uniquement sur un portail local avec une plateforme de type OpenDataSoft.</p><br><p>Cette organisation a publié 4 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://data.nantesmetropole.fr/explore/?refine.publisher=Semitan'> la plateforme de SEMITAN</a>.</p><br><p>Adresse : 3 Rue Bellier 44000 Nantes.</p><br><p>N° de SIREN : 314684960.</p><br>"
odf_215602434,215602434,SENE,COM,Place de la Fraternite 56860 Séné,https://www.opendata56.fr/explore/?disjunctive.publisher&sort=modified&refine.publisher=Ville+de+Séné,2,,,,ptf,d_1_5,OpenDataSoft,Opendata Morbihan 56,Transport-Sports,Ville de Séné,56,Morbihan,BRE-53,BRE,53,8943,p_5_10,47.619728,-2.737225,"<p>L'organisation SENE est une commune et se situe dans le département 56 (Morbihan) en région Bretagne. Cette commune représente une population de 8943 habitants</p><br><p>SENE publie uniquement sur un portail local avec une plateforme de type OpenDataSoft.</p><br><p>Cette organisation a publié 2 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.opendata56.fr/explore/?disjunctive.publisher&sort=modified&refine.publisher=Ville+de+Séné'> la plateforme de SENE</a>.</p><br><p>Adresse : Place de la Fraternite 56860 Séné.</p><br><p>N° de SIREN : 215602434.</p><br>"
odf_213403017,213403017,SETE,COM,7 Rue Paul Valery 34200 Sète,http://opendata.agglopole.fr,27,,1,,ptf,d_26_50,Spécifique,Opendata Sète Agglopole,Citoyenneté-Equipements-Transport-Environnement,,34,Hérault,OCC-76,OCC,76,44136,p_25_50,43.401575,3.695443,"<p>L'organisation SETE est une commune et se situe dans le département 34 (Hérault) en région Occitanie. Cette commune représente une population de 44136 habitants</p><br><p>SETE publie uniquement sur un portail local avec une plateforme de type Spécifique.</p><br><p>Cette organisation a publié 27 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='http://opendata.agglopole.fr'> la plateforme de SETE</a>.</p><br><p>Adresse : 7 Rue Paul Valery 34200 Sète.</p><br><p>N° de SIREN : 213403017.</p><br>"
odf_325793826,325793826,SETRAM,DSPT,2 Place Saint Pierre 72000 Le Mans,,,https://www.data.gouv.fr/fr/organizations/5acb71b4c751df234a194bdb/,20,5acb71b4c751df234a194bdb,datagouv,d_1_5,DataGouv,DataGouv,Transport,,72,Sarthe,PDL-52,PDL,52,,p_na,48.007461,0.196963,"<p>L'organisation SETRAM est un délégataire de services publics territoriaux et se situe dans le département 72 (Sarthe) en région Pays-de-la-Loire. </p><br><p>SETRAM publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 1 jeu de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5acb71b4c751df234a194bdb/'> sa page sur datagouv</a>.</p><br><p>Adresse : 2 Place Saint Pierre 72000 Le Mans.</p><br><p>N° de SIREN : 325793826.</p><br>"
odf_219200722,219200722,SEVRES,COM,54 Grande Rue 92310 Sèvres,https://sevres-seineouest.opendatasoft.com/explore/?disjunctive.theme&disjunctive.keyword&sort=modified&refine.publisher=Sèvres,13,https://www.data.gouv.fr/fr/organizations/549971c8c751df352b04805a,1,549971c8c751df352b04805a,ptf+datagouv,d_26_50,DataGouv,DataGouv,Equipements-Education-Santé,Sèvres,92,Hauts-de-Seine,IDF-11,IDF,11,23718,p_10_25,48.824548,2.212595,"<p>L'organisation SEVRES est une commune et se situe dans le département 92 (Hauts-de-Seine) en région Île-de-France. Cette commune représente une population de 23718 habitants</p><br><p>SEVRES publie sur un portail local et sur data.gouv avec une plateforme de type DataGouv.</p><br><p>Cette organisation a publié 33 jeux de données : 13 jeux de données sur sa plateforme et 20 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://sevres-seineouest.opendatasoft.com/explore/?disjunctive.theme&disjunctive.keyword&sort=modified&refine.publisher=Sèvres'> la plateforme de SEVRES</a> ou sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/549971c8c751df352b04805a'> sa page sur datagouv</a>.</p><br><p>Adresse : 54 Grande Rue 92310 Sèvres.</p><br><p>N° de SIREN : 219200722.</p><br>"
odf_256204033,256204033,SI TRANSPORTS URBAINS AGGLO DU CALAISIS,AGCT,Place du Soldat Inconnu 62100 Calais,,,https://www.data.gouv.fr/fr/organizations/5bfc16c28b4c4169df72af31/,1,5bfc16c28b4c4169df72af31,datagouv,d_1_5,DataGouv,DataGouv,Transport,,62,Pas-de-Calais,HDF-32,HDF,32,,p_na,50.952569,1.854268,"<p>L'organisation SI TRANSPORTS URBAINS AGGLO DU CALAISIS est un autre groupement de collectivité territoriale et se situe dans le département 62 (Pas-de-Calais) en région Hauts-de-France. </p><br><p>SI TRANSPORTS URBAINS AGGLO DU CALAISIS publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 1 jeu de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5bfc16c28b4c4169df72af31/'> sa page sur datagouv</a>.</p><br><p>Adresse : Place du Soldat Inconnu 62100 Calais.</p><br><p>N° de SIREN : 256204033.</p><br>"
odf_318163094,318163094,SIBRA ANNECY,DSPT,66 Chemin de la Prairie 74000 Annecy,,,https://www.data.gouv.fr/fr/organizations/5bd98168634f412ce5b52439/,3,5bd98168634f412ce5b52439,datagouv,d_1_5,DataGouv,DataGouv,Transport,,74,Haute-Savoie,ARA-84,ARA,84,,p_na,45.887512,6.11896,"<p>L'organisation SIBRA ANNECY est un délégataire de services publics territoriaux et se situe dans le département 74 (Haute-Savoie) en région Auvergne-Rhône-Alpes. </p><br><p>SIBRA ANNECY publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 1 jeu de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5bd98168634f412ce5b52439/'> sa page sur datagouv</a>.</p><br><p>Adresse : 66 Chemin de la Prairie 74000 Annecy.</p><br><p>N° de SIREN : 318163094.</p><br>"
odf_925620262,925620262,SICAE OISE,AGCT,32 Rue des Domeliers 60200 Compiègne,,,https://www.data.gouv.fr/fr/organizations/5d39a6f16f444171b133d7f4/,1,5d39a6f16f444171b133d7f4,datagouv,d_1_5,DataGouv,DataGouv,Energie,,60,Oise,HDF-32,HDF,32,,p_na,49.414798,2.824186,"<p>L'organisation SICAE OISE est un autre groupement de collectivité territoriale et se situe dans le département 60 (Oise) en région Hauts-de-France. </p><br><p>SICAE OISE publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 3 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5d39a6f16f444171b133d7f4/'> sa page sur datagouv</a>.</p><br><p>Adresse : 32 Rue des Domeliers 60200 Compiègne.</p><br><p>N° de SIREN : 925620262.</p><br>"
odf_200049922,200049922,SICECO,AGCT,9 Rue Rene Char 21000 Dijon,https://www.databfc.fr/bfc/portail,1,https://www.data.gouv.fr/fr/organizations/5afda2cbc751df60c8fd4696/,24,5afda2cbc751df60c8fd4696,datagouv,d_1_5,DataGouv,DataGouv,Energie,,21,Côte-d'Or,BFC-27,BFC,27,,p_na,47.353012,5.054882,"<p>L'organisation SICECO est un autre groupement de collectivité territoriale et se situe dans le département 21 (Côte-d'Or) en région Bourgogne-Franche-Comté. </p><br><p>SICECO publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 2 jeux de données : 1 jeu de données sur sa plateforme et 1 jeu de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.databfc.fr/bfc/portail'> la plateforme de SICECO</a> ou sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5afda2cbc751df60c8fd4696/'> sa page sur datagouv</a>.</p><br><p>Adresse : 9 Rue Rene Char 21000 Dijon.</p><br><p>N° de SIREN : 200049922.</p><br>"
odf_250601879,250601879,SICTIAM,AGCT,1047 Route des Dolines 06560 Valbonne,https://opendata.sictiam.fr/fr/organization/sictiam,22,https://www.data.gouv.fr/fr/organizations/58da0f55c751df04af13c109/,1,58da0f55c751df04af13c109,ptf+datagouv,d_26_50,OpenDataSoft,Data Sicoval,,,06,Alpes-Maritimes,PAC-93,PAC,93,,p_na,43.626812,7.040424,"<p>L'organisation SICTIAM est un autre groupement de collectivité territoriale et se situe dans le département 06 (Alpes-Maritimes) en région Provence-Alpes-Côte-d’Azur. </p><br><p>SICTIAM publie sur un portail local et sur data.gouv avec une plateforme de type OpenDataSoft.</p><br><p>Cette organisation a publié 46 jeux de données : 22 jeux de données sur sa plateforme et 24 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://opendata.sictiam.fr/fr/organization/sictiam'> la plateforme de SICTIAM</a> ou sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/58da0f55c751df04af13c109/'> sa page sur datagouv</a>.</p><br><p>Adresse : 1047 Route des Dolines 06560 Valbonne.</p><br><p>N° de SIREN : 250601879.</p><br>"
odf_200076545,200076545,SIEIL 37 INDRE ET LOIRE,AGCT,12 Rue Blaise Pascal 37000 Tours,,,https://www.data.gouv.fr/fr/organizations/58d138dd88ee387c51ab42b2/,1,58d138dd88ee387c51ab42b2,datagouv,d_1_5,DataGouv,DataGouv,Energie,,37,Indre-et-Loire,CVL-24,CVL,24,,p_na,47.388653,0.692934,"<p>L'organisation SIEIL 37 INDRE ET LOIRE est un autre groupement de collectivité territoriale et se situe dans le département 37 (Indre-et-Loire) en région Centre-Val de Loire. </p><br><p>SIEIL 37 INDRE ET LOIRE publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 1 jeu de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/58d138dd88ee387c51ab42b2/'> sa page sur datagouv</a>.</p><br><p>Adresse : 12 Rue Blaise Pascal 37000 Tours.</p><br><p>N° de SIREN : 200076545.</p><br>"
odf_254200546,254200546,SIEL 42 LOIRE,AGCT,4 Avenue Albert Raimond 42270 Saint-Priest-en-Jarez,,,https://www.data.gouv.fr/fr/organizations/5880827c88ee382b5f9b81a4/,26,5880827c88ee382b5f9b81a4,datagouv,d_1_5,DataGouv,DataGouv,Energie,,42,Loire,ARA-84,ARA,84,,p_na,45.467986,4.377747,"<p>L'organisation SIEL 42 LOIRE est un autre groupement de collectivité territoriale et se situe dans le département 42 (Loire) en région Auvergne-Rhône-Alpes. </p><br><p>SIEL 42 LOIRE publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 1 jeu de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5880827c88ee382b5f9b81a4/'> sa page sur datagouv</a>.</p><br><p>Adresse : 4 Avenue Albert Raimond 42270 Saint-Priest-en-Jarez.</p><br><p>N° de SIREN : 254200546.</p><br>"
odf_213503287,213503287,SIXT SUR AFF,COM,2 Rue Onffroy de la Rosière 35550 Sixt-sur-Aff,,,https://www.data.gouv.fr/fr/organizations/5baa0e468b4c414416b6f7b2/,4,5baa0e468b4c414416b6f7b2,datagouv,d_26_50,DataGouv,DataGouv,,,35,Ille-et-Vilaine,BRE-53,BRE,53,2097,p_1_5,47.775992,-2.079651,"<p>L'organisation SIXT SUR AFF est une commune et se situe dans le département 35 (Ille-et-Vilaine) en région Bretagne. Cette commune représente une population de 2097 habitants</p><br><p>SIXT SUR AFF publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 26 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5baa0e468b4c414416b6f7b2/'> sa page sur datagouv</a>.</p><br><p>Adresse : 2 Rue Onffroy de la Rosière 35550 Sixt-sur-Aff.</p><br><p>N° de SIREN : 213503287.</p><br>"
odf_250602026,250602026,SM STATION DE VALBERG,AGCT,Avenue de Valberg 06470 Péone,,,https://www.data.gouv.fr/fr/organizations/5e060c5f8b4c414519f7e6ec/,2,5e060c5f8b4c414519f7e6ec,datagouv,d_1_5,DataGouv,DataGouv,Sports,,06,Alpes-Maritimes,PAC-93,PAC,93,,p_na,44.091619,6.935313,"<p>L'organisation SM STATION DE VALBERG est un autre groupement de collectivité territoriale et se situe dans le département 06 (Alpes-Maritimes) en région Provence-Alpes-Côte-d’Azur. </p><br><p>SM STATION DE VALBERG publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 4 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5e060c5f8b4c414519f7e6ec/'> sa page sur datagouv</a>.</p><br><p>Adresse : Avenue de Valberg 06470 Péone.</p><br><p>N° de SIREN : 250602026.</p><br>"
odf_200031268,200031268,SM4CC,AGCT,1 Place Andrevetan 74800 La Roche-sur-Foron,,,https://www.data.gouv.fr/fr/organizations/5be6f4838b4c415550fc0af6/,2,5be6f4838b4c415550fc0af6,datagouv,d_1_5,DataGouv,DataGouv,Transport,,74,Haute-Savoie,ARA-84,ARA,84,,p_na,46.066565,6.311276,"<p>L'organisation SM4CC est un autre groupement de collectivité territoriale et se situe dans le département 74 (Haute-Savoie) en région Auvergne-Rhône-Alpes. </p><br><p>SM4CC publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 2 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5be6f4838b4c415550fc0af6/'> sa page sur datagouv</a>.</p><br><p>Adresse : 1 Place Andrevetan 74800 La Roche-sur-Foron.</p><br><p>N° de SIREN : 200031268.</p><br>"
odf_252902655,252902655,SMA OUEST CORNOUAILLE,OACT,17 Rue Raymonde Folgoas Guillou 29120 Pont-l'Abbé,,,https://www.data.gouv.fr/fr/organizations/syndicat-intercommunautaire-ouest-cornouaille-amenagement-2/,1,,datagouv,d_1_5,DataGouv,DataGouv,Transport,,29,Finistère,BRE-53,BRE,53,,p_na,47.87734,-4.218275,"<p>L'organisation SMA OUEST CORNOUAILLE est un organisme associé de collectivité territoriale et se situe dans le département 29 (Finistère) en région Bretagne. </p><br><p>SMA OUEST CORNOUAILLE publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 2 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/syndicat-intercommunautaire-ouest-cornouaille-amenagement-2/'> sa page sur datagouv</a>.</p><br><p>Adresse : 17 Rue Raymonde Folgoas Guillou 29120 Pont-l'Abbé.</p><br><p>N° de SIREN : 252902655.</p><br>"
